path,subject_id,text,best_match_colname,best_match_score,best_match_idx
"['Disease, Disorder or Finding', 'Progressive Multifocal Leukoencephalopathy']",<http://purl.obolibrary.org/obo/NCIT_C26815>,"Disease, Disorder or Finding Progressive Multifocal Leukoencephalopathy",diagnosis_criteria_Neuromyelitis optica,0.37173584,3-27
"['Disease, Disorder or Finding', 'Leukopenia']",<http://purl.obolibrary.org/obo/NCIT_C26816>,"Disease, Disorder or Finding Leukopenia",cervical_trauma_last_5_years,0.30675727,17-45
"['Disease, Disorder or Finding', 'Lymphopenia']",<http://purl.obolibrary.org/obo/NCIT_C26823>,"Disease, Disorder or Finding Lymphopenia",onset_limb_type_lower-distal-left-limb,0.23518346,17-86
"['Disease, Disorder or Finding', ""Parkinson's Disease""]",<http://purl.obolibrary.org/obo/NCIT_C26845>,"Disease, Disorder or Finding Parkinson's Disease",lesions_T2_True,0.3904441,15-14
"['Disease, Disorder or Finding', 'Retinal Detachment']",<http://purl.obolibrary.org/obo/NCIT_C26874>,"Disease, Disorder or Finding Retinal Detachment",onset_limb_type_lower-distal-proximal-left-limb,0.15750779,25-89
"['Disease, Disorder or Finding', 'Sjogren Syndrome']",<http://purl.obolibrary.org/obo/NCIT_C26883>,"Disease, Disorder or Finding Sjogren Syndrome",onset_limb_type_lower-distal-right-limb,0.23739342,17-92
"['Disease, Disorder or Finding', 'Thyroid Gland Disorder']",<http://purl.obolibrary.org/obo/NCIT_C26893>,"Disease, Disorder or Finding Thyroid Gland Disorder",thyroid_disorder_True,0.5664718,25-190
"['Disease, Disorder or Finding', 'Thyroiditis']",<http://purl.obolibrary.org/obo/NCIT_C26894>,"Disease, Disorder or Finding Thyroiditis",thyroid_disorder_False,0.5578819,25-189
"['Disease, Disorder or Finding', 'Vitiligo']",<http://purl.obolibrary.org/obo/NCIT_C26915>,"Disease, Disorder or Finding Vitiligo",FUS mutation_False,0.24147913,17-179
"['Disease, Disorder or Finding', 'Fever Chills']",<http://purl.obolibrary.org/obo/NCIT_C26921>,"Disease, Disorder or Finding Fever Chills",average_temperature_mean,0.38241035,0-30
"['Disease, Disorder or Finding', 'Acute Cystitis']",<http://purl.obolibrary.org/obo/NCIT_C26934>,"Disease, Disorder or Finding Acute Cystitis",,,
"['Disease, Disorder or Finding', 'Alanine Aminotransferase Increased']",<http://purl.obolibrary.org/obo/NCIT_C26948>,"Disease, Disorder or Finding Alanine Aminotransferase Increased",Creatinine_level,0.21214119,25-21
"['Disease, Disorder or Finding', 'Trigeminal Nerve Disorder']",<http://purl.obolibrary.org/obo/NCIT_C26952>,"Disease, Disorder or Finding Trigeminal Nerve Disorder",onset_limb_type_upper-distal-left-right-limb,0.2971865,17-101
"['Disease, Disorder or Finding', 'Ankle Fracture']",<http://purl.obolibrary.org/obo/NCIT_C26989>,"Disease, Disorder or Finding Ankle Fracture",onset_limb_type_lower-distal-proximal-left-right-limb,0.37992418,25-90
"['Disease, Disorder or Finding', 'Interstitial Pneumonia']",<http://purl.obolibrary.org/obo/NCIT_C27006>,"Disease, Disorder or Finding Interstitial Pneumonia",PM10_num,0.2423614,0-4
"['Disease, Disorder or Finding', 'Acute Respiratory Failure']",<http://purl.obolibrary.org/obo/NCIT_C27043>,"Disease, Disorder or Finding Acute Respiratory Failure",respiratory_subscore,0.44939274,26-6
"['Disease, Disorder or Finding', 'Obstructive Sleep Apnea Syndrome']",<http://purl.obolibrary.org/obo/NCIT_C27168>,"Disease, Disorder or Finding Obstructive Sleep Apnea Syndrome",respiration_alpha2_DimMean,0.22049388,6-67
"['Disease, Disorder or Finding', 'Hashimoto Thyroiditis']",<http://purl.obolibrary.org/obo/NCIT_C27191>,"Disease, Disorder or Finding Hashimoto Thyroiditis",thyroid_disorder_False,0.4479209,17-191
"['Disease, Disorder or Finding', 'Non-Neoplastic Central Nervous System Disorder']",<http://purl.obolibrary.org/obo/NCIT_C27586>,"Disease, Disorder or Finding Non-Neoplastic Central Nervous System Disorder",lesions_T1_True,0.4076692,15-8
"['Disease, Disorder or Finding', 'Thromboembolism']",<http://purl.obolibrary.org/obo/NCIT_C28195>,"Disease, Disorder or Finding Thromboembolism",dyslipidemia_True,0.3335777,17-190
"['Disease, Disorder or Finding', 'Asthma']",<http://purl.obolibrary.org/obo/NCIT_C28397>,"Disease, Disorder or Finding Asthma",wind_speed_num,0.27618855,0-19
"['Disease, Disorder or Finding', 'Adenocarcinoma']",<http://purl.obolibrary.org/obo/NCIT_C2852>,"Disease, Disorder or Finding Adenocarcinoma","TARDBP mutation_c.1144G>A, p.(Ala382Thr)",0.19982581,25-175
"['Disease, Disorder or Finding', ""Alzheimer's Disease""]",<http://purl.obolibrary.org/obo/NCIT_C2866>,"Disease, Disorder or Finding Alzheimer's Disease",Occured,0.3703413,16-0
"['Disease, Disorder or Finding', 'Anemia']",<http://purl.obolibrary.org/obo/NCIT_C2869>,"Disease, Disorder or Finding Anemia",diabetes_False,0.29277483,17-187
"['Disease, Disorder or Finding', 'Anorexia']",<http://purl.obolibrary.org/obo/NCIT_C2875>,"Disease, Disorder or Finding Anorexia",weight,0.18433674,17-5
"['Disease, Disorder or Finding', 'Anxiety Disorder']",<http://purl.obolibrary.org/obo/NCIT_C2878>,"Disease, Disorder or Finding Anxiety Disorder",prevalentLMN_False,0.31826222,17-79
"['Disease, Disorder or Finding', 'Arrhythmia']",<http://purl.obolibrary.org/obo/NCIT_C2881>,"Disease, Disorder or Finding Arrhythmia",heart_rate_quadratic_trend,0.40431568,6-50
"['Disease, Disorder or Finding', 'Arthritis']",<http://purl.obolibrary.org/obo/NCIT_C2883>,"Disease, Disorder or Finding Arthritis",onset_limb_type_lower-distal-proximal-left-limb,0.33801955,25-89
"['Disease, Disorder or Finding', 'Rheumatoid Arthritis']",<http://purl.obolibrary.org/obo/NCIT_C2884>,"Disease, Disorder or Finding Rheumatoid Arthritis",onset_limb_type_lower-distal-left-right-limb,0.27355886,25-87
"['Disease, Disorder or Finding', 'Autoimmune Disease']",<http://purl.obolibrary.org/obo/NCIT_C2889>,"Disease, Disorder or Finding Autoimmune Disease",autoimmune_disease_False,0.6009628,25-191
"['Disease, Disorder or Finding', 'Psychiatric Disorder']",<http://purl.obolibrary.org/obo/NCIT_C2893>,"Disease, Disorder or Finding Psychiatric Disorder",motor_subscore,0.27736735,18-5
"['Disease, Disorder or Finding', 'Vulvovaginal Candidiasis']",<http://purl.obolibrary.org/obo/NCIT_C2914>,"Disease, Disorder or Finding Vulvovaginal Candidiasis",sex_female,0.18957144,12-8
"['Disease, Disorder or Finding', 'Carcinoma']",<http://purl.obolibrary.org/obo/NCIT_C2916>,"Disease, Disorder or Finding Carcinoma",primary_neoplasm_True,0.30448434,17-200
"['Disease, Disorder or Finding', 'Malignant Skin Neoplasm']",<http://purl.obolibrary.org/obo/NCIT_C2920>,"Disease, Disorder or Finding Malignant Skin Neoplasm",thyroid_disorder_True,0.16371441,17-192
"['Disease, Disorder or Finding', 'Skin Basal Cell Carcinoma']",<http://purl.obolibrary.org/obo/NCIT_C2921>,"Disease, Disorder or Finding Skin Basal Cell Carcinoma",onset_limb_type_lower-proximal-right-limb,0.15281868,25-98
"['Disease, Disorder or Finding', 'Skin Basosquamous Cell Carcinoma']",<http://purl.obolibrary.org/obo/NCIT_C2922>,"Disease, Disorder or Finding Skin Basosquamous Cell Carcinoma",number_of_total_lesions_T2_>=9,0.15507923,15-18
"['Disease, Disorder or Finding', 'Cardiovascular Disorder']",<http://purl.obolibrary.org/obo/NCIT_C2931>,"Disease, Disorder or Finding Cardiovascular Disorder",cardiac_disease_True,0.46503395,25-196
"['Disease, Disorder or Finding', 'Cyst']",<http://purl.obolibrary.org/obo/NCIT_C2978>,"Disease, Disorder or Finding Cyst",multiple_sclerosis_type_SP,0.1672239,10-4
"['Disease, Disorder or Finding', 'Depression']",<http://purl.obolibrary.org/obo/NCIT_C2982>,"Disease, Disorder or Finding Depression",time_since_onset,0.27824026,12-7
"['Disease, Disorder or Finding', 'Diabetes Mellitus']",<http://purl.obolibrary.org/obo/NCIT_C2985>,"Disease, Disorder or Finding Diabetes Mellitus",diabetes_True,0.46528584,25-186
"['Disease, Disorder or Finding', 'Type 1 Diabtes Mellitus']",<http://purl.obolibrary.org/obo/NCIT_C2986>,"Disease, Disorder or Finding Type 1 Diabtes Mellitus",SOD1 mutation_Ala140Ala,0.38791487,25-166
"['Disease, Disorder or Finding', 'Mumps']",<http://purl.obolibrary.org/obo/NCIT_C29888>,"Disease, Disorder or Finding Mumps",dyslipidemia_False,0.35717428,17-189
"['Disease, Disorder or Finding', 'Disease or Disorder']",<http://purl.obolibrary.org/obo/NCIT_C2991>,"Disease, Disorder or Finding Disease or Disorder",SOD1 mutation_False,0.3287509,17-167
"['Disease, Disorder or Finding', 'Eczema']",<http://purl.obolibrary.org/obo/NCIT_C3001>,"Disease, Disorder or Finding Eczema",lesions_T2_True,0.16515459,15-14
"['Disease, Disorder or Finding', 'Endometriosis']",<http://purl.obolibrary.org/obo/NCIT_C3014>,"Disease, Disorder or Finding Endometriosis",sex_female,0.2774455,3-8
"['Disease, Disorder or Finding', 'Seizure Disorder']",<http://purl.obolibrary.org/obo/NCIT_C3020>,"Disease, Disorder or Finding Seizure Disorder",other_symptoms_epilepsy,0.479016,12-18
"['Disease, Disorder or Finding', 'Generalized Epilepsy']",<http://purl.obolibrary.org/obo/NCIT_C3021>,"Disease, Disorder or Finding Generalized Epilepsy",other_symptoms_epilepsy,0.55842817,3-22
"['Disease, Disorder or Finding', 'Fibroma']",<http://purl.obolibrary.org/obo/NCIT_C3041>,"Disease, Disorder or Finding Fibroma",major_trauma_before_onset_True,0.19232324,17-202
"['Disease, Disorder or Finding', 'Cavernous Hemangioma']",<http://purl.obolibrary.org/obo/NCIT_C3086>,"Disease, Disorder or Finding Cavernous Hemangioma",onset_limb_type_upper-lower-distal-left-limb,0.18709248,17-108
"['Disease, Disorder or Finding', 'Hepatitis']",<http://purl.obolibrary.org/obo/NCIT_C3095>,"Disease, Disorder or Finding Hepatitis",SOD1 mutation_p.Ala152Pro (GCC>CCC).,0.3364541,25-170
"['Disease, Disorder or Finding', 'Hepatitis A Infection']",<http://purl.obolibrary.org/obo/NCIT_C3096>,"Disease, Disorder or Finding Hepatitis A Infection",retired_at_diagnosis_False,0.32436374,25-158
"['Disease, Disorder or Finding', 'Langerhans Cell Histiocytosis']",<http://purl.obolibrary.org/obo/NCIT_C3107>,"Disease, Disorder or Finding Langerhans Cell Histiocytosis",centre_turin,0.16608334,11-3
"['Disease, Disorder or Finding', 'Hypersensitivity']",<http://purl.obolibrary.org/obo/NCIT_C3114>,"Disease, Disorder or Finding Hypersensitivity",onset_limb_type_upper-proximal-limb,0.32159173,25-113
"['Disease, Disorder or Finding', 'Hypertension']",<http://purl.obolibrary.org/obo/NCIT_C3117>,"Disease, Disorder or Finding Hypertension",hypertension_False,0.51865035,25-183
"['Disease, Disorder or Finding', 'Hypertensive Crisis']",<http://purl.obolibrary.org/obo/NCIT_C3122>,"Disease, Disorder or Finding Hypertensive Crisis",hypertension_False,0.5016185,17-185
"['Disease, Disorder or Finding', 'Hyperthyroidism']",<http://purl.obolibrary.org/obo/NCIT_C3123>,"Disease, Disorder or Finding Hyperthyroidism",onset_limb_type_lower-left-limb,0.27160636,25-93
"['Disease, Disorder or Finding', 'Epidermal Inclusion Cyst']",<http://purl.obolibrary.org/obo/NCIT_C3134>,"Disease, Disorder or Finding Epidermal Inclusion Cyst",onset_limb_type_upper-distal-left-right-limb,0.17045735,17-101
"['Disease, Disorder or Finding', 'Multiple Sclerosis']",<http://purl.obolibrary.org/obo/NCIT_C3243>,"Disease, Disorder or Finding Multiple Sclerosis",multiple_sclerosis_type_RR,0.5945151,10-3
"['Disease, Disorder or Finding', 'Fungal Infection']",<http://purl.obolibrary.org/obo/NCIT_C3245>,"Disease, Disorder or Finding Fungal Infection",SOD1 mutation_False,0.21103734,17-164
"['Disease, Disorder or Finding', 'Neoplasm']",<http://purl.obolibrary.org/obo/NCIT_C3262>,"Disease, Disorder or Finding Neoplasm",primary_neoplasm_False,0.45353466,17-199
"['Disease, Disorder or Finding', 'Obesity']",<http://purl.obolibrary.org/obo/NCIT_C3283>,"Disease, Disorder or Finding Obesity",weight_before_onset,0.34710371,25-4
"['Disease, Disorder or Finding', 'Osteoporosis']",<http://purl.obolibrary.org/obo/NCIT_C3298>,"Disease, Disorder or Finding Osteoporosis",onset_limb_type_lower-distal-right-limb,0.3154254,25-92
"['Disease, Disorder or Finding', 'Pituitary Neuroendocrine Tumor']",<http://purl.obolibrary.org/obo/NCIT_C3329>,"Disease, Disorder or Finding Pituitary Neuroendocrine Tumor",autoimmune_disease_False,0.16606474,25-191
"['Disease, Disorder or Finding', 'Pleural Effusion']",<http://purl.obolibrary.org/obo/NCIT_C3331>,"Disease, Disorder or Finding Pleural Effusion",head_trauma_last_5_years,0.24217868,17-41
"['Disease, Disorder or Finding', 'Pneumonia']",<http://purl.obolibrary.org/obo/NCIT_C3333>,"Disease, Disorder or Finding Pneumonia",wind_speed_mean,0.25288832,0-20
"['Disease, Disorder or Finding', 'Psoriasis']",<http://purl.obolibrary.org/obo/NCIT_C3346>,"Disease, Disorder or Finding Psoriasis",sex_male,0.16086948,3-9
"['Disease, Disorder or Finding', 'Finding']",<http://purl.obolibrary.org/obo/NCIT_C3367>,"Disease, Disorder or Finding Finding",SOD1 mutation_Ala140Ala,0.34870538,17-166
"['Disease, Disorder or Finding', 'Stroke']",<http://purl.obolibrary.org/obo/NCIT_C3390>,"Disease, Disorder or Finding Stroke",stroke_False,0.5061486,17-195
"['Disease, Disorder or Finding', 'Thrombocytopenia']",<http://purl.obolibrary.org/obo/NCIT_C3408>,"Disease, Disorder or Finding Thrombocytopenia","TARDBP mutation_c.1144G>A, p.(Ala382Thr)",0.23376794,17-177
"['Disease, Disorder or Finding', 'Toxoplasmosis']",<http://purl.obolibrary.org/obo/NCIT_C3418>,"Disease, Disorder or Finding Toxoplasmosis",thyroid_disorder_False,0.15990148,25-189
"['Disease, Disorder or Finding', 'Uterine Corpus Leiomyoma']",<http://purl.obolibrary.org/obo/NCIT_C3434>,"Disease, Disorder or Finding Uterine Corpus Leiomyoma",number_of_lesions_T1_gadolinium,0.15137383,15-0
"['Disease, Disorder or Finding', 'Congenital Adrenal Hyperplasia']",<http://purl.obolibrary.org/obo/NCIT_C34360>,"Disease, Disorder or Finding Congenital Adrenal Hyperplasia",TARDBP mutation_False,0.22166173,25-173
"['Disease, Disorder or Finding', 'Amyotrophic Lateral Sclerosis']",<http://purl.obolibrary.org/obo/NCIT_C34373>,"Disease, Disorder or Finding Amyotrophic Lateral Sclerosis",spinal_cord_symptom,0.44643015,3-4
"['Disease, Disorder or Finding', 'Hereditary Hemolytic Anemia']",<http://purl.obolibrary.org/obo/NCIT_C34379>,"Disease, Disorder or Finding Hereditary Hemolytic Anemia",FUS mutation_True,0.191042,17-180
"['Disease, Disorder or Finding', 'Bipolar Disorder']",<http://purl.obolibrary.org/obo/NCIT_C34423>,"Disease, Disorder or Finding Bipolar Disorder",onset_limb_type_upper-proximal-left-right-limb,0.25251383,17-112
"['Disease, Disorder or Finding', 'Closed Dislocation of Shoulder']",<http://purl.obolibrary.org/obo/NCIT_C34486>,"Disease, Disorder or Finding Closed Dislocation of Shoulder",onset_limb_type_upper-proximal-right-limb,0.2970249,25-114
"['Disease, Disorder or Finding', 'Common Bile Duct Stone']",<http://purl.obolibrary.org/obo/NCIT_C34499>,"Disease, Disorder or Finding Common Bile Duct Stone",HDL_Cholesterol_level,0.18635134,25-29
"['Disease, Disorder or Finding', 'Favism']",<http://purl.obolibrary.org/obo/NCIT_C34607>,"Disease, Disorder or Finding Favism",prevalentLMN_False,0.35903576,25-79
"['Disease, Disorder or Finding', 'Gastroenteritits']",<http://purl.obolibrary.org/obo/NCIT_C34632>,"Disease, Disorder or Finding Gastroenteritits",FUS mutation_False,0.23070927,17-179
"['Disease, Disorder or Finding', 'Head Trauma']",<http://purl.obolibrary.org/obo/NCIT_C34660>,"Disease, Disorder or Finding Head Trauma",head_trauma_more_than_5_years,0.5264543,17-42
"['Disease, Disorder or Finding', 'Headache']",<http://purl.obolibrary.org/obo/NCIT_C34661>,"Disease, Disorder or Finding Headache",head_trauma_last_5_years,0.30048144,17-41
"['Disease, Disorder or Finding', 'Hernia']",<http://purl.obolibrary.org/obo/NCIT_C34685>,"Disease, Disorder or Finding Hernia",abdominal_surgery_more_than_5_years,0.27930683,17-62
"['Disease, Disorder or Finding', 'Palmar Fibromatosis']",<http://purl.obolibrary.org/obo/NCIT_C3469>,"Disease, Disorder or Finding Palmar Fibromatosis",FVC,0.16881022,7-2
"['Disease, Disorder or Finding', 'Inguinal Hernia']",<http://purl.obolibrary.org/obo/NCIT_C34690>,"Disease, Disorder or Finding Inguinal Hernia",abdominal_surgery_last_5_years,0.23880725,17-61
"['Disease, Disorder or Finding', 'Cold Sore']",<http://purl.obolibrary.org/obo/NCIT_C34695>,"Disease, Disorder or Finding Cold Sore",min_temperature_mean,0.24305832,0-32
"['Disease, Disorder or Finding', 'Infectious Mononucleosis']",<http://purl.obolibrary.org/obo/NCIT_C34726>,"Disease, Disorder or Finding Infectious Mononucleosis",number_of_total_lesions_T2_0,0.24816254,15-15
"['Disease, Disorder or Finding', 'Intestinal Pseudo-Obstruction']",<http://purl.obolibrary.org/obo/NCIT_C34733>,"Disease, Disorder or Finding Intestinal Pseudo-Obstruction",cardiac_disease_True,0.1676586,17-198
"['Disease, Disorder or Finding', 'Iridocyclitis']",<http://purl.obolibrary.org/obo/NCIT_C34736>,"Disease, Disorder or Finding Iridocyclitis",onset_limb_type_upper-proximal-right-limb,0.20476371,25-114
"['Disease, Disorder or Finding', 'Essential Hypertension']",<http://purl.obolibrary.org/obo/NCIT_C3478>,"Disease, Disorder or Finding Essential Hypertension",hypertension_True,0.4881207,25-184
"['Disease, Disorder or Finding', 'Long QT Syndrome']",<http://purl.obolibrary.org/obo/NCIT_C34786>,"Disease, Disorder or Finding Long QT Syndrome",Q2,0.32642776,8-2
"['Disease, Disorder or Finding', 'Pancytopenia']",<http://purl.obolibrary.org/obo/NCIT_C34889>,"Disease, Disorder or Finding Pancytopenia",centre_pavia,0.2652675,9-1
"['Disease, Disorder or Finding', 'Penicillin Allergy']",<http://purl.obolibrary.org/obo/NCIT_C34911>,"Disease, Disorder or Finding Penicillin Allergy",,,
"['Disease, Disorder or Finding', 'Personality Disorder']",<http://purl.obolibrary.org/obo/NCIT_C34922>,"Disease, Disorder or Finding Personality Disorder",SOD1 mutation_True,0.3084634,17-165
"['Disease, Disorder or Finding', 'Aspiration Pneumonitis']",<http://purl.obolibrary.org/obo/NCIT_C34932>,"Disease, Disorder or Finding Aspiration Pneumonitis",respiration_SDSD,0.17599228,6-61
"['Disease, Disorder or Finding', 'Baker Cyst']",<http://purl.obolibrary.org/obo/NCIT_C34935>,"Disease, Disorder or Finding Baker Cyst",,,
"['Disease, Disorder or Finding', 'Sarcoidosis']",<http://purl.obolibrary.org/obo/NCIT_C34995>,"Disease, Disorder or Finding Sarcoidosis",centre_turin,0.2184332,15-20
"['Disease, Disorder or Finding', 'Pulmonary Sarcoidosis']",<http://purl.obolibrary.org/obo/NCIT_C34997>,"Disease, Disorder or Finding Pulmonary Sarcoidosis",respiration_DFA_alpha1,0.22784403,6-54
"['Disease, Disorder or Finding', 'Shoulder Dislocation']",<http://purl.obolibrary.org/obo/NCIT_C35020>,"Disease, Disorder or Finding Shoulder Dislocation",onset_limb_type_upper-distal-left-right-limb,0.30128056,25-101
"['Disease, Disorder or Finding', 'Sinusitis']",<http://purl.obolibrary.org/obo/NCIT_C35024>,"Disease, Disorder or Finding Sinusitis",age_at_diagnosis,0.2919526,7-1
"['Disease, Disorder or Finding', 'Staphylococcal Infection']",<http://purl.obolibrary.org/obo/NCIT_C35038>,"Disease, Disorder or Finding Staphylococcal Infection",multiple_sclerosis_type_SP,0.2736809,10-4
"['Disease, Disorder or Finding', 'Syncope']",<http://purl.obolibrary.org/obo/NCIT_C35053>,"Disease, Disorder or Finding Syncope",onset_limb_type_lower-proximal-left-limb,0.37839845,17-95
"['Disease, Disorder or Finding', 'Thalassemia']",<http://purl.obolibrary.org/obo/NCIT_C35069>,"Disease, Disorder or Finding Thalassemia",TARDBP mutation_False,0.25961092,17-174
"['Disease, Disorder or Finding', 'Cutaneous Melanoma']",<http://purl.obolibrary.org/obo/NCIT_C3510>,"Disease, Disorder or Finding Cutaneous Melanoma",onset_limb_type_upper-lower-distal-left-limb,0.21166596,25-108
"['Disease, Disorder or Finding', 'Vulvovaginitis']",<http://purl.obolibrary.org/obo/NCIT_C35131>,"Disease, Disorder or Finding Vulvovaginitis",cervical_trauma_more_than_5_years,0.30155793,17-46
"['Disease, Disorder or Finding', 'Acute Myocardial Infarction']",<http://purl.obolibrary.org/obo/NCIT_C35204>,"Disease, Disorder or Finding Acute Myocardial Infarction",dyslipidemia_True,0.34420267,25-188
"['Disease, Disorder or Finding', 'Closed Fracture of Rib']",<http://purl.obolibrary.org/obo/NCIT_C35350>,"Disease, Disorder or Finding Closed Fracture of Rib",onset_limb_type_upper-distal-left-limb,0.21589892,25-100
"['Disease, Disorder or Finding', 'Tooth Abscess']",<http://purl.obolibrary.org/obo/NCIT_C35475>,"Disease, Disorder or Finding Tooth Abscess",other_symptoms_sensory,0.17138141,12-19
"['Disease, Disorder or Finding', 'Monoclonal Gammopathy']",<http://purl.obolibrary.org/obo/NCIT_C35548>,"Disease, Disorder or Finding Monoclonal Gammopathy",onset_axial,0.29719272,17-8
"['Disease, Disorder or Finding', 'Head and Neck Finding']",<http://purl.obolibrary.org/obo/NCIT_C36282>,"Disease, Disorder or Finding Head and Neck Finding",neck_trauma_more_than_5_years,0.46738952,17-44
"['Disease, Disorder or Finding', 'Injury']",<http://purl.obolibrary.org/obo/NCIT_C3671>,"Disease, Disorder or Finding Injury",major_trauma_before_onset_True,0.43501586,17-202
"['Disease, Disorder or Finding', 'Bradycardia']",<http://purl.obolibrary.org/obo/NCIT_C37920>,"Disease, Disorder or Finding Bradycardia",cardiac_disease_False,0.42845345,25-195
"['Disease, Disorder or Finding', 'Hypercholesterolemia']",<http://purl.obolibrary.org/obo/NCIT_C37967>,"Disease, Disorder or Finding Hypercholesterolemia",LDL_Cholesterol_level,0.49887997,25-33
"['Disease, Disorder or Finding', 'Proteinuria']",<http://purl.obolibrary.org/obo/NCIT_C38012>,"Disease, Disorder or Finding Proteinuria",TARDBP mutation_Ile383Val ,0.27449688,25-174
"['Disease, Disorder or Finding', 'Vertigo']",<http://purl.obolibrary.org/obo/NCIT_C38057>,"Disease, Disorder or Finding Vertigo",onset_limb_type_lower-proximal-left-right-limb,0.3164795,17-96
"['Disease, Disorder or Finding', 'Skin Cyst']",<http://purl.obolibrary.org/obo/NCIT_C3884>,"Disease, Disorder or Finding Skin Cyst",,,
"['Disease, Disorder or Finding', 'High Grade Cervical Squamous Intraepithelial Neoplasia']",<http://purl.obolibrary.org/obo/NCIT_C40197>,"Disease, Disorder or Finding High Grade Cervical Squamous Intraepithelial Neoplasia",cervical_trauma_more_than_5_years,0.3444144,25-46
"['Disease, Disorder or Finding', 'Myeloproliferative Neoplasm']",<http://purl.obolibrary.org/obo/NCIT_C4345>,"Disease, Disorder or Finding Myeloproliferative Neoplasm",PM25_who,0.23015068,0-3
"['Disease, Disorder or Finding', 'Colon Adenocarcinoma']",<http://purl.obolibrary.org/obo/NCIT_C4349>,"Disease, Disorder or Finding Colon Adenocarcinoma",prevalentUMN_False,0.1966565,25-81
"['Disease, Disorder or Finding', 'Dementia']",<http://purl.obolibrary.org/obo/NCIT_C4786>,"Disease, Disorder or Finding Dementia",retired_at_diagnosis_False,0.33697894,17-158
"['Disease, Disorder or Finding', 'Central Nervous System Degenerative Disorder']",<http://purl.obolibrary.org/obo/NCIT_C4802>,"Disease, Disorder or Finding Central Nervous System Degenerative Disorder",multiple_sclerosis_type_PR,0.39464128,10-2
"['Disease, Disorder or Finding', 'Breast Carcinoma']",<http://purl.obolibrary.org/obo/NCIT_C4872>,"Disease, Disorder or Finding Breast Carcinoma",TARDBP mutation_False,0.23424095,25-171
"['Disease, Disorder or Finding', 'Symptom']",<http://purl.obolibrary.org/obo/NCIT_C4876>,"Disease, Disorder or Finding Symptom",other_symptoms_sensory,0.43332696,3-23
"['Disease, Disorder or Finding', 'Skin Carcinoma']",<http://purl.obolibrary.org/obo/NCIT_C4914>,"Disease, Disorder or Finding Skin Carcinoma",other_symptoms_False,0.18570279,12-16
"['Disease, Disorder or Finding', 'Deep Vein Thrombosis']",<http://purl.obolibrary.org/obo/NCIT_C49343>,"Disease, Disorder or Finding Deep Vein Thrombosis",stroke_False,0.26932842,25-193
"['Disease, Disorder or Finding', 'Atrial Fibrillation']",<http://purl.obolibrary.org/obo/NCIT_C50466>,"Disease, Disorder or Finding Atrial Fibrillation",onset_limb_type_lower-proximal-limb,0.29782665,17-97
"['Disease, Disorder or Finding', 'Diabetic Ketoacidosis']",<http://purl.obolibrary.org/obo/NCIT_C50530>,"Disease, Disorder or Finding Diabetic Ketoacidosis",Triglycerides_level,0.23729438,25-37
"['Disease, Disorder or Finding', 'Heart Failure']",<http://purl.obolibrary.org/obo/NCIT_C50577>,"Disease, Disorder or Finding Heart Failure",cardiac_disease_False,0.42530876,17-197
"['Disease, Disorder or Finding', 'Lumbar Puncture Headache']",<http://purl.obolibrary.org/obo/NCIT_C50643>,"Disease, Disorder or Finding Lumbar Puncture Headache",supratentorial_symptom,0.35203183,3-7
"['Disease, Disorder or Finding', 'Neonatal Hearing Impairment']",<http://purl.obolibrary.org/obo/NCIT_C50667>,"Disease, Disorder or Finding Neonatal Hearing Impairment",altered_potential_Auditory,0.3685244,14-2
"['Disease, Disorder or Finding', 'Pulmonary Embolism']",<http://purl.obolibrary.org/obo/NCIT_C50713>,"Disease, Disorder or Finding Pulmonary Embolism",thoracic_trauma_more_than_5_years,0.29371643,17-48
"['Disease, Disorder or Finding', 'Transient Ischemic Attack']",<http://purl.obolibrary.org/obo/NCIT_C50781>,"Disease, Disorder or Finding Transient Ischemic Attack",SOD1 mutation_c.72+19G>A,0.2774752,17-170
"['Disease, Disorder or Finding', 'Atrial Flutter']",<http://purl.obolibrary.org/obo/NCIT_C51224>,"Disease, Disorder or Finding Atrial Flutter",onset_limb_type_lower-proximal-left-limb,0.3228206,25-95
"['Disease, Disorder or Finding', 'Sign']",<http://purl.obolibrary.org/obo/NCIT_C53458>,"Disease, Disorder or Finding Sign",onset_limb_type_lower-proximal-left-right-limb,0.35007045,25-96
"['Disease, Disorder or Finding', 'Serum Glutamic Pyruvic Transaminase, CTCAE']",<http://purl.obolibrary.org/obo/NCIT_C55098>,"Disease, Disorder or Finding Serum Glutamic Pyruvic Transaminase, CTCAE","TARDBP mutation_c.1154G>T, p.(TRP385Leu)",0.28810233,17-178
"['Disease, Disorder or Finding', 'Anorectal Fistula']",<http://purl.obolibrary.org/obo/NCIT_C60785>,"Disease, Disorder or Finding Anorectal Fistula",onset_limb_type_upper-distal-left-limb,0.22600177,17-100
"['Disease, Disorder or Finding', 'Myasthenia Gravis']",<http://purl.obolibrary.org/obo/NCIT_C60989>,"Disease, Disorder or Finding Myasthenia Gravis",onset_limb_type_upper-left-right-limb,0.24350904,25-106
"['Disease, Disorder or Finding', 'Psoriatic Arthritis']",<http://purl.obolibrary.org/obo/NCIT_C61277>,"Disease, Disorder or Finding Psoriatic Arthritis",onset_limb_type_lower-proximal-left-limb,0.18879016,25-95
